measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile
count_wait,2001-11-03,2001-11-09,0,0,15,,,
count_wait_prior,2001-11-03,2001-11-09,0,0,13,F,,
count_wait_prior,2001-11-03,2001-11-09,0,0,2,T,,
count_wait_age,2001-11-03,2001-11-09,0,0,3,,18-39,
count_wait_age,2001-11-03,2001-11-09,0,0,4,,80+,
count_wait_age,2001-11-03,2001-11-09,0,0,2,,60-69,
count_wait_age,2001-11-03,2001-11-09,0,0,3,,50-59,
count_wait_age,2001-11-03,2001-11-09,0,0,2,,40-49,
count_wait_age,2001-11-03,2001-11-09,0,0,1,,70-79,
count_wait_imd,2001-11-03,2001-11-09,0,0,12,,,Unknown
count_wait_imd,2001-11-03,2001-11-09,0,0,2,,,4
count_wait_imd,2001-11-03,2001-11-09,0,0,1,,,9
count_wait,2001-11-10,2001-11-16,0,0,15,,,
count_wait_prior,2001-11-10,2001-11-16,0,0,13,F,,
count_wait_prior,2001-11-10,2001-11-16,0,0,2,T,,
count_wait_age,2001-11-10,2001-11-16,0,0,3,,18-39,
count_wait_age,2001-11-10,2001-11-16,0,0,4,,80+,
count_wait_age,2001-11-10,2001-11-16,0,0,2,,60-69,
count_wait_age,2001-11-10,2001-11-16,0,0,3,,50-59,
count_wait_age,2001-11-10,2001-11-16,0,0,2,,40-49,
count_wait_age,2001-11-10,2001-11-16,0,0,1,,70-79,
count_wait_imd,2001-11-10,2001-11-16,0,0,12,,,Unknown
count_wait_imd,2001-11-10,2001-11-16,0,0,2,,,4
count_wait_imd,2001-11-10,2001-11-16,0,0,1,,,9
count_wait,2001-11-17,2001-11-23,0,0,13,,,
count_wait_prior,2001-11-17,2001-11-23,0,0,12,F,,
count_wait_prior,2001-11-17,2001-11-23,0,0,1,T,,
count_wait_age,2001-11-17,2001-11-23,0,0,2,,18-39,
count_wait_age,2001-11-17,2001-11-23,0,0,4,,80+,
count_wait_age,2001-11-17,2001-11-23,0,0,1,,60-69,
count_wait_age,2001-11-17,2001-11-23,0,0,3,,50-59,
count_wait_age,2001-11-17,2001-11-23,0,0,2,,40-49,
count_wait_age,2001-11-17,2001-11-23,0,0,1,,70-79,
count_wait_imd,2001-11-17,2001-11-23,0,0,11,,,Unknown
count_wait_imd,2001-11-17,2001-11-23,0,0,2,,,4
count_wait,2001-11-24,2001-11-30,0,0,13,,,
count_wait_prior,2001-11-24,2001-11-30,0,0,12,F,,
count_wait_prior,2001-11-24,2001-11-30,0,0,1,T,,
count_wait_age,2001-11-24,2001-11-30,0,0,2,,18-39,
count_wait_age,2001-11-24,2001-11-30,0,0,4,,80+,
count_wait_age,2001-11-24,2001-11-30,0,0,1,,60-69,
count_wait_age,2001-11-24,2001-11-30,0,0,3,,50-59,
count_wait_age,2001-11-24,2001-11-30,0,0,2,,40-49,
count_wait_age,2001-11-24,2001-11-30,0,0,1,,70-79,
count_wait_imd,2001-11-24,2001-11-30,0,0,11,,,Unknown
count_wait_imd,2001-11-24,2001-11-30,0,0,2,,,4
count_wait,2001-12-01,2001-12-07,0,0,13,,,
count_wait_prior,2001-12-01,2001-12-07,0,0,12,F,,
count_wait_prior,2001-12-01,2001-12-07,0,0,1,T,,
count_wait_age,2001-12-01,2001-12-07,0,0,2,,18-39,
count_wait_age,2001-12-01,2001-12-07,0,0,4,,80+,
count_wait_age,2001-12-01,2001-12-07,0,0,1,,60-69,
count_wait_age,2001-12-01,2001-12-07,0,0,3,,50-59,
count_wait_age,2001-12-01,2001-12-07,0,0,2,,40-49,
count_wait_age,2001-12-01,2001-12-07,0,0,1,,70-79,
count_wait_imd,2001-12-01,2001-12-07,0,0,11,,,Unknown
count_wait_imd,2001-12-01,2001-12-07,0,0,2,,,4
count_wait,2001-12-08,2001-12-14,0,0,12,,,
count_wait_prior,2001-12-08,2001-12-14,0,0,11,F,,
count_wait_prior,2001-12-08,2001-12-14,0,0,1,T,,
count_wait_age,2001-12-08,2001-12-14,0,0,2,,18-39,
count_wait_age,2001-12-08,2001-12-14,0,0,4,,80+,
count_wait_age,2001-12-08,2001-12-14,0,0,1,,60-69,
count_wait_age,2001-12-08,2001-12-14,0,0,3,,50-59,
count_wait_age,2001-12-08,2001-12-14,0,0,1,,70-79,
count_wait_age,2001-12-08,2001-12-14,0,0,1,,40-49,
count_wait_imd,2001-12-08,2001-12-14,0,0,10,,,Unknown
count_wait_imd,2001-12-08,2001-12-14,0,0,2,,,4
count_wait,2001-12-15,2001-12-21,0,0,11,,,
count_wait_prior,2001-12-15,2001-12-21,0,0,11,F,,
count_wait_age,2001-12-15,2001-12-21,0,0,2,,18-39,
count_wait_age,2001-12-15,2001-12-21,0,0,3,,80+,
count_wait_age,2001-12-15,2001-12-21,0,0,1,,60-69,
count_wait_age,2001-12-15,2001-12-21,0,0,3,,50-59,
count_wait_age,2001-12-15,2001-12-21,0,0,1,,70-79,
count_wait_age,2001-12-15,2001-12-21,0,0,1,,40-49,
count_wait_imd,2001-12-15,2001-12-21,0,0,10,,,Unknown
count_wait_imd,2001-12-15,2001-12-21,0,0,1,,,4
count_wait,2001-12-22,2001-12-28,0,0,11,,,
count_wait_prior,2001-12-22,2001-12-28,0,0,11,F,,
count_wait_age,2001-12-22,2001-12-28,0,0,2,,18-39,
count_wait_age,2001-12-22,2001-12-28,0,0,3,,80+,
count_wait_age,2001-12-22,2001-12-28,0,0,1,,60-69,
count_wait_age,2001-12-22,2001-12-28,0,0,3,,50-59,
count_wait_age,2001-12-22,2001-12-28,0,0,1,,70-79,
count_wait_age,2001-12-22,2001-12-28,0,0,1,,40-49,
count_wait_imd,2001-12-22,2001-12-28,0,0,10,,,Unknown
count_wait_imd,2001-12-22,2001-12-28,0,0,1,,,4
count_post,2000-01-01,2000-01-07,0,0,89,,,
count_post_prior,2000-01-01,2000-01-07,0,0,27,T,,
count_post_prior,2000-01-01,2000-01-07,0,0,62,F,,
count_post_age,2000-01-01,2000-01-07,0,0,11,,40-49,
count_post_age,2000-01-01,2000-01-07,0,0,29,,18-39,
count_post_age,2000-01-01,2000-01-07,0,0,17,,80+,
count_post_age,2000-01-01,2000-01-07,0,0,5,,70-79,
count_post_age,2000-01-01,2000-01-07,0,0,10,,60-69,
count_post_age,2000-01-01,2000-01-07,0,0,17,,50-59,
count_post_imd,2000-01-01,2000-01-07,0,0,56,,,Unknown
count_post_imd,2000-01-01,2000-01-07,0,0,4,,,5
count_post_imd,2000-01-01,2000-01-07,0,0,5,,,2
count_post_imd,2000-01-01,2000-01-07,0,0,3,,,1 (most deprived)
count_post_imd,2000-01-01,2000-01-07,0,0,4,,,9
count_post_imd,2000-01-01,2000-01-07,0,0,3,,,3
count_post_imd,2000-01-01,2000-01-07,0,0,2,,,10 (least deprived)
count_post_imd,2000-01-01,2000-01-07,0,0,6,,,4
count_post_imd,2000-01-01,2000-01-07,0,0,1,,,8
count_post_imd,2000-01-01,2000-01-07,0,0,3,,,7
count_post_imd,2000-01-01,2000-01-07,0,0,2,,,6
count_post,2000-01-08,2000-01-14,0,0,88,,,
count_post_prior,2000-01-08,2000-01-14,0,0,26,T,,
count_post_prior,2000-01-08,2000-01-14,0,0,62,F,,
count_post_age,2000-01-08,2000-01-14,0,0,11,,40-49,
count_post_age,2000-01-08,2000-01-14,0,0,29,,18-39,
count_post_age,2000-01-08,2000-01-14,0,0,17,,80+,
count_post_age,2000-01-08,2000-01-14,0,0,5,,70-79,
count_post_age,2000-01-08,2000-01-14,0,0,9,,60-69,
count_post_age,2000-01-08,2000-01-14,0,0,17,,50-59,
count_post_imd,2000-01-08,2000-01-14,0,0,56,,,Unknown
count_post_imd,2000-01-08,2000-01-14,0,0,4,,,5
count_post_imd,2000-01-08,2000-01-14,0,0,5,,,2
count_post_imd,2000-01-08,2000-01-14,0,0,3,,,1 (most deprived)
count_post_imd,2000-01-08,2000-01-14,0,0,4,,,9
count_post_imd,2000-01-08,2000-01-14,0,0,3,,,3
count_post_imd,2000-01-08,2000-01-14,0,0,2,,,10 (least deprived)
count_post_imd,2000-01-08,2000-01-14,0,0,6,,,4
count_post_imd,2000-01-08,2000-01-14,0,0,1,,,8
count_post_imd,2000-01-08,2000-01-14,0,0,3,,,7
count_post_imd,2000-01-08,2000-01-14,0,0,1,,,6
count_post,2000-01-15,2000-01-21,0,0,87,,,
count_post_prior,2000-01-15,2000-01-21,0,0,26,T,,
count_post_prior,2000-01-15,2000-01-21,0,0,61,F,,
count_post_age,2000-01-15,2000-01-21,0,0,11,,40-49,
count_post_age,2000-01-15,2000-01-21,0,0,29,,18-39,
count_post_age,2000-01-15,2000-01-21,0,0,16,,80+,
count_post_age,2000-01-15,2000-01-21,0,0,5,,70-79,
count_post_age,2000-01-15,2000-01-21,0,0,9,,60-69,
count_post_age,2000-01-15,2000-01-21,0,0,17,,50-59,
count_post_imd,2000-01-15,2000-01-21,0,0,55,,,Unknown
count_post_imd,2000-01-15,2000-01-21,0,0,4,,,5
count_post_imd,2000-01-15,2000-01-21,0,0,5,,,2
count_post_imd,2000-01-15,2000-01-21,0,0,3,,,1 (most deprived)
count_post_imd,2000-01-15,2000-01-21,0,0,4,,,9
count_post_imd,2000-01-15,2000-01-21,0,0,3,,,3
count_post_imd,2000-01-15,2000-01-21,0,0,2,,,10 (least deprived)
count_post_imd,2000-01-15,2000-01-21,0,0,6,,,4
count_post_imd,2000-01-15,2000-01-21,0,0,1,,,8
count_post_imd,2000-01-15,2000-01-21,0,0,3,,,7
count_post_imd,2000-01-15,2000-01-21,0,0,1,,,6
count_post,2000-01-22,2000-01-28,0,0,87,,,
count_post_prior,2000-01-22,2000-01-28,0,0,26,T,,
count_post_prior,2000-01-22,2000-01-28,0,0,61,F,,
count_post_age,2000-01-22,2000-01-28,0,0,11,,40-49,
count_post_age,2000-01-22,2000-01-28,0,0,29,,18-39,
count_post_age,2000-01-22,2000-01-28,0,0,16,,80+,
count_post_age,2000-01-22,2000-01-28,0,0,5,,70-79,
count_post_age,2000-01-22,2000-01-28,0,0,9,,60-69,
count_post_age,2000-01-22,2000-01-28,0,0,17,,50-59,
count_post_imd,2000-01-22,2000-01-28,0,0,55,,,Unknown
count_post_imd,2000-01-22,2000-01-28,0,0,4,,,5
count_post_imd,2000-01-22,2000-01-28,0,0,5,,,2
count_post_imd,2000-01-22,2000-01-28,0,0,3,,,1 (most deprived)
count_post_imd,2000-01-22,2000-01-28,0,0,4,,,9
count_post_imd,2000-01-22,2000-01-28,0,0,3,,,3
count_post_imd,2000-01-22,2000-01-28,0,0,2,,,10 (least deprived)
count_post_imd,2000-01-22,2000-01-28,0,0,6,,,4
count_post_imd,2000-01-22,2000-01-28,0,0,1,,,8
count_post_imd,2000-01-22,2000-01-28,0,0,3,,,7
count_post_imd,2000-01-22,2000-01-28,0,0,1,,,6
count_post,2000-01-29,2000-02-04,0,0,87,,,
count_post_prior,2000-01-29,2000-02-04,0,0,26,T,,
count_post_prior,2000-01-29,2000-02-04,0,0,61,F,,
count_post_age,2000-01-29,2000-02-04,0,0,11,,40-49,
count_post_age,2000-01-29,2000-02-04,0,0,29,,18-39,
count_post_age,2000-01-29,2000-02-04,0,0,16,,80+,
count_post_age,2000-01-29,2000-02-04,0,0,5,,70-79,
count_post_age,2000-01-29,2000-02-04,0,0,9,,60-69,
count_post_age,2000-01-29,2000-02-04,0,0,17,,50-59,
count_post_imd,2000-01-29,2000-02-04,0,0,55,,,Unknown
count_post_imd,2000-01-29,2000-02-04,0,0,4,,,5
count_post_imd,2000-01-29,2000-02-04,0,0,5,,,2
count_post_imd,2000-01-29,2000-02-04,0,0,3,,,1 (most deprived)
count_post_imd,2000-01-29,2000-02-04,0,0,4,,,9
count_post_imd,2000-01-29,2000-02-04,0,0,3,,,3
count_post_imd,2000-01-29,2000-02-04,0,0,2,,,10 (least deprived)
count_post_imd,2000-01-29,2000-02-04,0,0,6,,,4
count_post_imd,2000-01-29,2000-02-04,0,0,1,,,8
count_post_imd,2000-01-29,2000-02-04,0,0,3,,,7
count_post_imd,2000-01-29,2000-02-04,0,0,1,,,6
count_post,2000-02-05,2000-02-11,0,0,86,,,
count_post_prior,2000-02-05,2000-02-11,0,0,26,T,,
count_post_prior,2000-02-05,2000-02-11,0,0,60,F,,
count_post_age,2000-02-05,2000-02-11,0,0,11,,40-49,
count_post_age,2000-02-05,2000-02-11,0,0,29,,18-39,
count_post_age,2000-02-05,2000-02-11,0,0,15,,80+,
count_post_age,2000-02-05,2000-02-11,0,0,5,,70-79,
count_post_age,2000-02-05,2000-02-11,0,0,9,,60-69,
count_post_age,2000-02-05,2000-02-11,0,0,17,,50-59,
count_post_imd,2000-02-05,2000-02-11,0,0,55,,,Unknown
count_post_imd,2000-02-05,2000-02-11,0,0,4,,,5
count_post_imd,2000-02-05,2000-02-11,0,0,5,,,2
count_post_imd,2000-02-05,2000-02-11,0,0,2,,,1 (most deprived)
count_post_imd,2000-02-05,2000-02-11,0,0,4,,,9
count_post_imd,2000-02-05,2000-02-11,0,0,3,,,3
count_post_imd,2000-02-05,2000-02-11,0,0,2,,,10 (least deprived)
count_post_imd,2000-02-05,2000-02-11,0,0,6,,,4
count_post_imd,2000-02-05,2000-02-11,0,0,1,,,8
count_post_imd,2000-02-05,2000-02-11,0,0,3,,,7
count_post_imd,2000-02-05,2000-02-11,0,0,1,,,6
count_post,2000-02-12,2000-02-18,0,0,84,,,
count_post_prior,2000-02-12,2000-02-18,0,0,25,T,,
count_post_prior,2000-02-12,2000-02-18,0,0,59,F,,
count_post_age,2000-02-12,2000-02-18,0,0,10,,40-49,
count_post_age,2000-02-12,2000-02-18,0,0,29,,18-39,
count_post_age,2000-02-12,2000-02-18,0,0,15,,80+,
count_post_age,2000-02-12,2000-02-18,0,0,5,,70-79,
count_post_age,2000-02-12,2000-02-18,0,0,9,,60-69,
count_post_age,2000-02-12,2000-02-18,0,0,16,,50-59,
count_post_imd,2000-02-12,2000-02-18,0,0,55,,,Unknown
count_post_imd,2000-02-12,2000-02-18,0,0,4,,,5
count_post_imd,2000-02-12,2000-02-18,0,0,4,,,2
count_post_imd,2000-02-12,2000-02-18,0,0,2,,,1 (most deprived)
count_post_imd,2000-02-12,2000-02-18,0,0,4,,,9
count_post_imd,2000-02-12,2000-02-18,0,0,3,,,3
count_post_imd,2000-02-12,2000-02-18,0,0,2,,,10 (least deprived)
count_post_imd,2000-02-12,2000-02-18,0,0,5,,,4
count_post_imd,2000-02-12,2000-02-18,0,0,1,,,8
count_post_imd,2000-02-12,2000-02-18,0,0,3,,,7
count_post_imd,2000-02-12,2000-02-18,0,0,1,,,6
count_post,2000-02-19,2000-02-25,0,0,84,,,
count_post_prior,2000-02-19,2000-02-25,0,0,25,T,,
count_post_prior,2000-02-19,2000-02-25,0,0,59,F,,
count_post_age,2000-02-19,2000-02-25,0,0,10,,40-49,
count_post_age,2000-02-19,2000-02-25,0,0,29,,18-39,
count_post_age,2000-02-19,2000-02-25,0,0,15,,80+,
count_post_age,2000-02-19,2000-02-25,0,0,5,,70-79,
count_post_age,2000-02-19,2000-02-25,0,0,9,,60-69,
count_post_age,2000-02-19,2000-02-25,0,0,16,,50-59,
count_post_imd,2000-02-19,2000-02-25,0,0,55,,,Unknown
count_post_imd,2000-02-19,2000-02-25,0,0,4,,,5
count_post_imd,2000-02-19,2000-02-25,0,0,4,,,2
count_post_imd,2000-02-19,2000-02-25,0,0,2,,,1 (most deprived)
count_post_imd,2000-02-19,2000-02-25,0,0,4,,,9
count_post_imd,2000-02-19,2000-02-25,0,0,3,,,3
count_post_imd,2000-02-19,2000-02-25,0,0,2,,,10 (least deprived)
count_post_imd,2000-02-19,2000-02-25,0,0,5,,,4
count_post_imd,2000-02-19,2000-02-25,0,0,1,,,8
count_post_imd,2000-02-19,2000-02-25,0,0,3,,,7
count_post_imd,2000-02-19,2000-02-25,0,0,1,,,6
count_post,2000-02-26,2000-03-03,0,0,84,,,
count_post_prior,2000-02-26,2000-03-03,0,0,25,T,,
count_post_prior,2000-02-26,2000-03-03,0,0,59,F,,
count_post_age,2000-02-26,2000-03-03,0,0,10,,40-49,
count_post_age,2000-02-26,2000-03-03,0,0,29,,18-39,
count_post_age,2000-02-26,2000-03-03,0,0,15,,80+,
count_post_age,2000-02-26,2000-03-03,0,0,5,,70-79,
count_post_age,2000-02-26,2000-03-03,0,0,9,,60-69,
count_post_age,2000-02-26,2000-03-03,0,0,16,,50-59,
count_post_imd,2000-02-26,2000-03-03,0,0,55,,,Unknown
count_post_imd,2000-02-26,2000-03-03,0,0,4,,,5
count_post_imd,2000-02-26,2000-03-03,0,0,4,,,2
count_post_imd,2000-02-26,2000-03-03,0,0,2,,,1 (most deprived)
count_post_imd,2000-02-26,2000-03-03,0,0,4,,,9
count_post_imd,2000-02-26,2000-03-03,0,0,3,,,3
count_post_imd,2000-02-26,2000-03-03,0,0,2,,,10 (least deprived)
count_post_imd,2000-02-26,2000-03-03,0,0,5,,,4
count_post_imd,2000-02-26,2000-03-03,0,0,1,,,8
count_post_imd,2000-02-26,2000-03-03,0,0,3,,,7
count_post_imd,2000-02-26,2000-03-03,0,0,1,,,6
count_post,2000-03-04,2000-03-10,0,0,83,,,
count_post_prior,2000-03-04,2000-03-10,0,0,24,T,,
count_post_prior,2000-03-04,2000-03-10,0,0,59,F,,
count_post_age,2000-03-04,2000-03-10,0,0,10,,40-49,
count_post_age,2000-03-04,2000-03-10,0,0,29,,18-39,
count_post_age,2000-03-04,2000-03-10,0,0,14,,80+,
count_post_age,2000-03-04,2000-03-10,0,0,5,,70-79,
count_post_age,2000-03-04,2000-03-10,0,0,9,,60-69,
count_post_age,2000-03-04,2000-03-10,0,0,16,,50-59,
count_post_imd,2000-03-04,2000-03-10,0,0,54,,,Unknown
count_post_imd,2000-03-04,2000-03-10,0,0,4,,,5
count_post_imd,2000-03-04,2000-03-10,0,0,4,,,2
count_post_imd,2000-03-04,2000-03-10,0,0,2,,,1 (most deprived)
count_post_imd,2000-03-04,2000-03-10,0,0,4,,,9
count_post_imd,2000-03-04,2000-03-10,0,0,3,,,3
count_post_imd,2000-03-04,2000-03-10,0,0,2,,,10 (least deprived)
count_post_imd,2000-03-04,2000-03-10,0,0,5,,,4
count_post_imd,2000-03-04,2000-03-10,0,0,1,,,8
count_post_imd,2000-03-04,2000-03-10,0,0,3,,,7
count_post_imd,2000-03-04,2000-03-10,0,0,1,,,6
count_post,2000-03-11,2000-03-17,0,0,83,,,
count_post_prior,2000-03-11,2000-03-17,0,0,24,T,,
count_post_prior,2000-03-11,2000-03-17,0,0,59,F,,
count_post_age,2000-03-11,2000-03-17,0,0,10,,40-49,
count_post_age,2000-03-11,2000-03-17,0,0,29,,18-39,
count_post_age,2000-03-11,2000-03-17,0,0,14,,80+,
count_post_age,2000-03-11,2000-03-17,0,0,5,,70-79,
count_post_age,2000-03-11,2000-03-17,0,0,9,,60-69,
count_post_age,2000-03-11,2000-03-17,0,0,16,,50-59,
count_post_imd,2000-03-11,2000-03-17,0,0,54,,,Unknown
count_post_imd,2000-03-11,2000-03-17,0,0,4,,,5
count_post_imd,2000-03-11,2000-03-17,0,0,4,,,2
count_post_imd,2000-03-11,2000-03-17,0,0,2,,,1 (most deprived)
count_post_imd,2000-03-11,2000-03-17,0,0,4,,,9
count_post_imd,2000-03-11,2000-03-17,0,0,3,,,3
count_post_imd,2000-03-11,2000-03-17,0,0,2,,,10 (least deprived)
count_post_imd,2000-03-11,2000-03-17,0,0,5,,,4
count_post_imd,2000-03-11,2000-03-17,0,0,1,,,8
count_post_imd,2000-03-11,2000-03-17,0,0,3,,,7
count_post_imd,2000-03-11,2000-03-17,0,0,1,,,6
count_post,2000-03-18,2000-03-24,0.012048193,1,83,,,
count_post_prior,2000-03-18,2000-03-24,0.041666667,1,24,T,,
count_post_prior,2000-03-18,2000-03-24,0,0,59,F,,
count_post_age,2000-03-18,2000-03-24,0,0,10,,40-49,
count_post_age,2000-03-18,2000-03-24,0,0,29,,18-39,
count_post_age,2000-03-18,2000-03-24,0,0,14,,80+,
count_post_age,2000-03-18,2000-03-24,0,0,5,,70-79,
count_post_age,2000-03-18,2000-03-24,0.111111111,1,9,,60-69,
count_post_age,2000-03-18,2000-03-24,0,0,16,,50-59,
count_post_imd,2000-03-18,2000-03-24,0,0,54,,,Unknown
count_post_imd,2000-03-18,2000-03-24,0,0,4,,,5
count_post_imd,2000-03-18,2000-03-24,0.25,1,4,,,2
count_post_imd,2000-03-18,2000-03-24,0,0,2,,,1 (most deprived)
count_post_imd,2000-03-18,2000-03-24,0,0,4,,,9
count_post_imd,2000-03-18,2000-03-24,0,0,3,,,3
count_post_imd,2000-03-18,2000-03-24,0,0,2,,,10 (least deprived)
count_post_imd,2000-03-18,2000-03-24,0,0,5,,,4
count_post_imd,2000-03-18,2000-03-24,0,0,1,,,8
count_post_imd,2000-03-18,2000-03-24,0,0,3,,,7
count_post_imd,2000-03-18,2000-03-24,0,0,1,,,6
count_post,2000-03-25,2000-03-31,0,0,82,,,
count_post_prior,2000-03-25,2000-03-31,0,0,23,T,,
count_post_prior,2000-03-25,2000-03-31,0,0,59,F,,
count_post_age,2000-03-25,2000-03-31,0,0,10,,40-49,
count_post_age,2000-03-25,2000-03-31,0,0,29,,18-39,
count_post_age,2000-03-25,2000-03-31,0,0,14,,80+,
count_post_age,2000-03-25,2000-03-31,0,0,5,,70-79,
count_post_age,2000-03-25,2000-03-31,0,0,8,,60-69,
count_post_age,2000-03-25,2000-03-31,0,0,16,,50-59,
count_post_imd,2000-03-25,2000-03-31,0,0,54,,,Unknown
count_post_imd,2000-03-25,2000-03-31,0,0,4,,,5
count_post_imd,2000-03-25,2000-03-31,0,0,3,,,2
count_post_imd,2000-03-25,2000-03-31,0,0,2,,,1 (most deprived)
count_post_imd,2000-03-25,2000-03-31,0,0,4,,,9
count_post_imd,2000-03-25,2000-03-31,0,0,3,,,3
count_post_imd,2000-03-25,2000-03-31,0,0,2,,,10 (least deprived)
count_post_imd,2000-03-25,2000-03-31,0,0,5,,,4
count_post_imd,2000-03-25,2000-03-31,0,0,1,,,8
count_post_imd,2000-03-25,2000-03-31,0,0,3,,,7
count_post_imd,2000-03-25,2000-03-31,0,0,1,,,6
count_post,2000-04-01,2000-04-07,0,0,82,,,
count_post_prior,2000-04-01,2000-04-07,0,0,23,T,,
count_post_prior,2000-04-01,2000-04-07,0,0,59,F,,
count_post_age,2000-04-01,2000-04-07,0,0,10,,40-49,
count_post_age,2000-04-01,2000-04-07,0,0,29,,18-39,
count_post_age,2000-04-01,2000-04-07,0,0,14,,80+,
count_post_age,2000-04-01,2000-04-07,0,0,5,,70-79,
count_post_age,2000-04-01,2000-04-07,0,0,8,,60-69,
count_post_age,2000-04-01,2000-04-07,0,0,16,,50-59,
count_post_imd,2000-04-01,2000-04-07,0,0,54,,,Unknown
count_post_imd,2000-04-01,2000-04-07,0,0,4,,,5
count_post_imd,2000-04-01,2000-04-07,0,0,3,,,2
count_post_imd,2000-04-01,2000-04-07,0,0,2,,,1 (most deprived)
count_post_imd,2000-04-01,2000-04-07,0,0,4,,,9
count_post_imd,2000-04-01,2000-04-07,0,0,3,,,3
count_post_imd,2000-04-01,2000-04-07,0,0,2,,,10 (least deprived)
count_post_imd,2000-04-01,2000-04-07,0,0,5,,,4
count_post_imd,2000-04-01,2000-04-07,0,0,1,,,8
count_post_imd,2000-04-01,2000-04-07,0,0,3,,,7
count_post_imd,2000-04-01,2000-04-07,0,0,1,,,6
count_post,2000-04-08,2000-04-14,0.012345679,1,81,,,
count_post_prior,2000-04-08,2000-04-14,0,0,22,T,,
count_post_prior,2000-04-08,2000-04-14,0.016949153,1,59,F,,
count_post_age,2000-04-08,2000-04-14,0.1,1,10,,40-49,
count_post_age,2000-04-08,2000-04-14,0,0,29,,18-39,
count_post_age,2000-04-08,2000-04-14,0,0,14,,80+,
count_post_age,2000-04-08,2000-04-14,0,0,5,,70-79,
count_post_age,2000-04-08,2000-04-14,0,0,8,,60-69,
count_post_age,2000-04-08,2000-04-14,0,0,15,,50-59,
count_post_imd,2000-04-08,2000-04-14,0,0,54,,,Unknown
count_post_imd,2000-04-08,2000-04-14,0,0,3,,,5
count_post_imd,2000-04-08,2000-04-14,0,0,3,,,2
count_post_imd,2000-04-08,2000-04-14,0,0,2,,,1 (most deprived)
count_post_imd,2000-04-08,2000-04-14,0,0,4,,,9
count_post_imd,2000-04-08,2000-04-14,0,0,3,,,3
count_post_imd,2000-04-08,2000-04-14,0.5,1,2,,,10 (least deprived)
count_post_imd,2000-04-08,2000-04-14,0,0,5,,,4
count_post_imd,2000-04-08,2000-04-14,0,0,1,,,8
count_post_imd,2000-04-08,2000-04-14,0,0,3,,,7
count_post_imd,2000-04-08,2000-04-14,0,0,1,,,6
count_post,2000-04-15,2000-04-21,0,0,79,,,
count_post_prior,2000-04-15,2000-04-21,0,0,21,T,,
count_post_prior,2000-04-15,2000-04-21,0,0,58,F,,
count_post_age,2000-04-15,2000-04-21,0,0,10,,40-49,
count_post_age,2000-04-15,2000-04-21,0,0,28,,18-39,
count_post_age,2000-04-15,2000-04-21,0,0,13,,80+,
count_post_age,2000-04-15,2000-04-21,0,0,5,,70-79,
count_post_age,2000-04-15,2000-04-21,0,0,8,,60-69,
count_post_age,2000-04-15,2000-04-21,0,0,15,,50-59,
count_post_imd,2000-04-15,2000-04-21,0,0,54,,,Unknown
count_post_imd,2000-04-15,2000-04-21,0,0,3,,,5
count_post_imd,2000-04-15,2000-04-21,0,0,3,,,2
count_post_imd,2000-04-15,2000-04-21,0,0,1,,,1 (most deprived)
count_post_imd,2000-04-15,2000-04-21,0,0,4,,,9
count_post_imd,2000-04-15,2000-04-21,0,0,2,,,3
count_post_imd,2000-04-15,2000-04-21,0,0,2,,,10 (least deprived)
count_post_imd,2000-04-15,2000-04-21,0,0,5,,,4
count_post_imd,2000-04-15,2000-04-21,0,0,1,,,8
count_post_imd,2000-04-15,2000-04-21,0,0,3,,,7
count_post_imd,2000-04-15,2000-04-21,0,0,1,,,6
count_post,2000-04-22,2000-04-28,0,0,79,,,
count_post_prior,2000-04-22,2000-04-28,0,0,21,T,,
count_post_prior,2000-04-22,2000-04-28,0,0,58,F,,
count_post_age,2000-04-22,2000-04-28,0,0,10,,40-49,
count_post_age,2000-04-22,2000-04-28,0,0,28,,18-39,
count_post_age,2000-04-22,2000-04-28,0,0,13,,80+,
count_post_age,2000-04-22,2000-04-28,0,0,5,,70-79,
count_post_age,2000-04-22,2000-04-28,0,0,8,,60-69,
count_post_age,2000-04-22,2000-04-28,0,0,15,,50-59,
count_post_imd,2000-04-22,2000-04-28,0,0,54,,,Unknown
count_post_imd,2000-04-22,2000-04-28,0,0,3,,,5
count_post_imd,2000-04-22,2000-04-28,0,0,3,,,2
count_post_imd,2000-04-22,2000-04-28,0,0,1,,,1 (most deprived)
count_post_imd,2000-04-22,2000-04-28,0,0,4,,,9
count_post_imd,2000-04-22,2000-04-28,0,0,2,,,3
count_post_imd,2000-04-22,2000-04-28,0,0,2,,,10 (least deprived)
count_post_imd,2000-04-22,2000-04-28,0,0,5,,,4
count_post_imd,2000-04-22,2000-04-28,0,0,1,,,8
count_post_imd,2000-04-22,2000-04-28,0,0,3,,,7
count_post_imd,2000-04-22,2000-04-28,0,0,1,,,6
count_post,2000-04-29,2000-05-05,0,0,79,,,
count_post_prior,2000-04-29,2000-05-05,0,0,21,T,,
count_post_prior,2000-04-29,2000-05-05,0,0,58,F,,
count_post_age,2000-04-29,2000-05-05,0,0,10,,40-49,
count_post_age,2000-04-29,2000-05-05,0,0,28,,18-39,
count_post_age,2000-04-29,2000-05-05,0,0,13,,80+,
count_post_age,2000-04-29,2000-05-05,0,0,5,,70-79,
