measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile,sex
count_wait_age,2000-10-28,2000-11-03,0.378947368,396,1045,,70-79,,
count_wait_age,2000-10-28,2000-11-03,0.258358663,255,987,,60-69,,
count_wait_age,2000-10-28,2000-11-03,0.296891747,277,933,,40-49,,
count_wait_age,2000-10-28,2000-11-03,0.375807941,407,1083,,50-59,,
count_wait_imd,2000-10-28,2000-11-03,0.43699187,430,984,,,Unknown,
count_wait_imd,2000-10-28,2000-11-03,0.307834101,334,1085,,,5,
count_wait_imd,2000-10-28,2000-11-03,0.264356436,267,1010,,,6,
count_wait_imd,2000-10-28,2000-11-03,0.351598174,385,1095,,,1 (most deprived),
count_wait_imd,2000-10-28,2000-11-03,0.314285714,297,945,,,4,
count_wait_imd,2000-10-28,2000-11-03,0.498993964,496,994,,,9,
count_wait_imd,2000-10-28,2000-11-03,0.370136698,352,951,,,2,
count_wait_imd,2000-10-28,2000-11-03,0.440913605,444,1007,,,10 (least deprived),
count_wait_imd,2000-10-28,2000-11-03,0.438395415,459,1047,,,3,
count_wait_imd,2000-10-28,2000-11-03,0.303125,291,960,,,7,
count_wait_sex,2000-10-28,2000-11-03,0.44,385,875,,,,female
count_wait_sex,2000-10-28,2000-11-03,0.327272727,306,935,,,,male
count_wait_prior,2000-11-04,2000-11-10,0.392118227,398,1015,T,,,
count_wait_prior,2000-11-04,2000-11-10,0.522655427,496,949,F,,,
count_wait_age,2000-11-04,2000-11-10,0.341798942,323,945,,80+,,
count_wait_age,2000-11-04,2000-11-10,0.471007121,463,983,,18-39,,
count_wait_age,2000-11-04,2000-11-10,0.453677173,475,1047,,70-79,,
count_wait_age,2000-11-04,2000-11-10,0.259365994,270,1041,,60-69,,
count_wait_age,2000-11-04,2000-11-10,0.392094017,367,936,,40-49,,
count_wait_age,2000-11-04,2000-11-10,0.315022422,281,892,,50-59,,
count_wait_imd,2000-11-04,2000-11-10,0.399228544,414,1037,,,Unknown,
count_wait_imd,2000-11-04,2000-11-10,0.522491349,453,867,,,5,
count_wait_imd,2000-11-04,2000-11-10,0.309859155,264,852,,,6,
count_wait_imd,2000-11-04,2000-11-10,0.285062714,250,877,,,1 (most deprived),
count_wait_imd,2000-11-04,2000-11-10,0.277546778,267,962,,,4,
count_wait_imd,2000-11-04,2000-11-10,0.441142857,386,875,,,9,
count_wait_imd,2000-11-04,2000-11-10,0.46653144,460,986,,,2,
count_wait_imd,2000-11-04,2000-11-10,0.391982183,352,898,,,10 (least deprived),
count_wait_imd,2000-11-04,2000-11-10,0.499416569,428,857,,,3,
count_wait_imd,2000-11-04,2000-11-10,0.382617383,383,1001,,,7,
count_wait_sex,2000-11-04,2000-11-10,0.369094488,375,1016,,,,female
count_wait_sex,2000-11-04,2000-11-10,0.373231774,343,919,,,,male
count_wait_prior,2000-11-11,2000-11-17,0.37591623,359,955,T,,,
count_wait_prior,2000-11-11,2000-11-17,0.433774834,393,906,F,,,
count_wait_age,2000-11-11,2000-11-17,0.448310139,451,1006,,80+,,
count_wait_age,2000-11-11,2000-11-17,0.27917121,256,917,,18-39,,
count_wait_age,2000-11-11,2000-11-17,0.555813953,478,860,,60-69,,
count_wait_age,2000-11-11,2000-11-17,0.288343558,282,978,,70-79,,
count_wait_age,2000-11-11,2000-11-17,0.483905579,451,932,,40-49,,
count_wait_age,2000-11-11,2000-11-17,0.375426621,330,879,,50-59,,
count_wait_imd,2000-11-11,2000-11-17,0.447991761,435,971,,,Unknown,
count_wait_imd,2000-11-11,2000-11-17,0.506382979,476,940,,,6,
count_wait_imd,2000-11-11,2000-11-17,0.296455424,276,931,,,1 (most deprived),
count_wait_imd,2000-11-11,2000-11-17,0.398348813,386,969,,,4,
count_wait_imd,2000-11-11,2000-11-17,0.295585413,308,1042,,,9,
count_wait_imd,2000-11-11,2000-11-17,0.307834101,334,1085,,,2,
count_wait_imd,2000-11-11,2000-11-17,0.347663551,372,1070,,,10 (least deprived),
count_wait_imd,2000-11-11,2000-11-17,0.394854586,353,894,,,3,
count_wait_imd,2000-11-11,2000-11-17,0.465686275,475,1020,,,7,
count_wait_sex,2000-11-11,2000-11-17,0.307189542,282,918,,,,female
count_wait_sex,2000-11-11,2000-11-17,0.375234522,400,1066,,,,male
count_wait_prior,2000-11-18,2000-11-24,0.396317829,409,1032,T,,,
count_wait_prior,2000-11-18,2000-11-24,0.304730473,277,909,F,,,
count_wait_age,2000-11-18,2000-11-24,0.410283316,391,953,,80+,,
count_wait_age,2000-11-18,2000-11-24,0.304797742,324,1063,,18-39,,
count_wait_age,2000-11-18,2000-11-24,0.351782364,375,1066,,60-69,,
count_wait_age,2000-11-18,2000-11-24,0.304957905,326,1069,,70-79,,
count_wait_age,2000-11-18,2000-11-24,0.263322884,252,957,,40-49,,
count_wait_age,2000-11-18,2000-11-24,0.325486182,318,977,,50-59,,
count_wait_imd,2000-11-18,2000-11-24,0.255172414,259,1015,,,Unknown,
count_wait_imd,2000-11-18,2000-11-24,0.516059957,482,934,,,6,
count_wait_imd,2000-11-18,2000-11-24,0.333655706,345,1034,,,1 (most deprived),
count_wait_imd,2000-11-18,2000-11-24,0.285994123,292,1021,,,4,
count_wait_imd,2000-11-18,2000-11-24,0.366914104,346,943,,,9,
count_wait_imd,2000-11-18,2000-11-24,0.434123223,458,1055,,,2,
count_wait_imd,2000-11-18,2000-11-24,0.373180873,359,962,,,10 (least deprived),
count_wait_imd,2000-11-18,2000-11-24,0.426526718,447,1048,,,3,
count_wait_imd,2000-11-18,2000-11-24,0.37473904,359,958,,,7,
count_wait_sex,2000-11-18,2000-11-24,0.443579767,456,1028,,,,female
count_wait_sex,2000-11-18,2000-11-24,0.351173709,374,1065,,,,male
count_wait_prior,2000-11-25,2000-12-01,0.285014691,291,1021,T,,,
count_wait_prior,2000-11-25,2000-12-01,0.46692607,480,1028,F,,,
count_wait_age,2000-11-25,2000-12-01,0.484716157,444,916,,80+,,
count_wait_age,2000-11-25,2000-12-01,0.420841683,420,998,,18-39,,
count_wait_age,2000-11-25,2000-12-01,0.506653019,495,977,,60-69,,
count_wait_age,2000-11-25,2000-12-01,0.375498008,377,1004,,70-79,,
count_wait_age,2000-11-25,2000-12-01,0.492988134,457,927,,40-49,,
count_wait_age,2000-11-25,2000-12-01,0.369771863,389,1052,,50-59,,
count_wait_imd,2000-11-25,2000-12-01,0.365628604,317,867,,,Unknown,
count_wait_imd,2000-11-25,2000-12-01,0.406096362,413,1017,,,6,
count_wait_imd,2000-11-25,2000-12-01,0.433789954,475,1095,,,1 (most deprived),
count_wait_imd,2000-11-25,2000-12-01,0.290697674,275,946,,,4,
count_wait_imd,2000-11-25,2000-12-01,0.452571429,396,875,,,9,
count_wait_imd,2000-11-25,2000-12-01,0.33297062,306,919,,,2,
count_wait_imd,2000-11-25,2000-12-01,0.495124594,457,923,,,10 (least deprived),
count_wait_imd,2000-11-25,2000-12-01,0.428571429,378,882,,,3,
count_wait_imd,2000-11-25,2000-12-01,0.53271028,456,856,,,7,
count_wait_sex,2000-11-25,2000-12-01,0.436041083,467,1071,,,,female
count_wait_sex,2000-11-25,2000-12-01,0.470530452,479,1018,,,,male
count_wait_prior,2000-12-02,2000-12-08,0.304545455,268,880,T,,,
count_wait_prior,2000-12-02,2000-12-08,0.374873354,370,987,F,,,
count_wait_age,2000-12-02,2000-12-08,0.489932886,438,894,,80+,,
count_wait_age,2000-12-02,2000-12-08,0.519294377,471,907,,18-39,,
count_wait_age,2000-12-02,2000-12-08,0.317204301,295,930,,60-69,,
count_wait_age,2000-12-02,2000-12-08,0.297805643,285,957,,70-79,,
count_wait_age,2000-12-02,2000-12-08,0.299625468,320,1068,,40-49,,
count_wait_age,2000-12-02,2000-12-08,0.247926267,269,1085,,50-59,,
count_wait_imd,2000-12-02,2000-12-08,0.432234432,472,1092,,,Unknown,
count_wait_imd,2000-12-02,2000-12-08,0.277264325,300,1082,,,6,
count_wait_imd,2000-12-02,2000-12-08,0.419030192,458,1093,,,1 (most deprived),
count_wait_imd,2000-12-02,2000-12-08,0.47014218,496,1055,,,4,
count_wait_imd,2000-12-02,2000-12-08,0.261208577,268,1026,,,9,
count_wait_imd,2000-12-02,2000-12-08,0.290983607,284,976,,,2,
count_wait_imd,2000-12-02,2000-12-08,0.357354393,362,1013,,,10 (least deprived),
count_wait_imd,2000-12-02,2000-12-08,0.239371534,259,1082,,,3,
count_wait_imd,2000-12-02,2000-12-08,0.317460317,300,945,,,7,
count_wait_sex,2000-12-02,2000-12-08,0.450101833,442,982,,,,female
count_wait_sex,2000-12-02,2000-12-08,0.416666667,415,996,,,,male
count_wait_prior,2000-12-09,2000-12-15,0.373953488,402,1075,F,,,
count_wait_prior,2000-12-09,2000-12-15,0.436343852,401,919,T,,,
count_wait_age,2000-12-09,2000-12-15,0.380848749,350,919,,18-39,,
count_wait_age,2000-12-09,2000-12-15,0.333333333,291,873,,60-69,,
count_wait_age,2000-12-09,2000-12-15,0.28532361,313,1097,,70-79,,
count_wait_age,2000-12-09,2000-12-15,0.320474777,324,1011,,80+,,
count_wait_age,2000-12-09,2000-12-15,0.326879271,287,878,,40-49,,
count_wait_age,2000-12-09,2000-12-15,0.451612903,406,899,,50-59,,
count_wait_imd,2000-12-09,2000-12-15,0.497903564,475,954,,,Unknown,
count_wait_imd,2000-12-09,2000-12-15,0.416757345,383,919,,,6,
count_wait_imd,2000-12-09,2000-12-15,0.425655977,438,1029,,,1 (most deprived),
count_wait_imd,2000-12-09,2000-12-15,0.345707657,298,862,,,4,
count_wait_imd,2000-12-09,2000-12-15,0.394578313,393,996,,,9,
count_wait_imd,2000-12-09,2000-12-15,0.502720348,462,919,,,2,
count_wait_imd,2000-12-09,2000-12-15,0.355307263,318,895,,,10 (least deprived),
count_wait_imd,2000-12-09,2000-12-15,0.43135436,465,1078,,,3,
count_wait_imd,2000-12-09,2000-12-15,0.483023001,441,913,,,7,
count_wait_sex,2000-12-09,2000-12-15,0.554809843,496,894,,,,male
count_wait_sex,2000-12-09,2000-12-15,0.311089303,317,1019,,,,female
count_wait_prior,2000-12-16,2000-12-22,0.263809524,277,1050,F,,,
count_wait_prior,2000-12-16,2000-12-22,0.493107105,465,943,T,,,
count_wait_age,2000-12-16,2000-12-22,0.287893232,302,1049,,18-39,,
count_wait_age,2000-12-16,2000-12-22,0.46719457,413,884,,60-69,,
count_wait_age,2000-12-16,2000-12-22,0.436090226,464,1064,,70-79,,
count_wait_age,2000-12-16,2000-12-22,0.407643312,448,1099,,80+,,
count_wait_age,2000-12-16,2000-12-22,0.376271186,333,885,,40-49,,
count_wait_age,2000-12-16,2000-12-22,0.396375991,350,883,,50-59,,
count_wait_imd,2000-12-16,2000-12-22,0.448087432,492,1098,,,Unknown,
count_wait_imd,2000-12-16,2000-12-22,0.522925764,479,916,,,6,
count_wait_imd,2000-12-16,2000-12-22,0.374521073,391,1044,,,1 (most deprived),
count_wait_imd,2000-12-16,2000-12-22,0.473737374,469,990,,,4,
count_wait_imd,2000-12-16,2000-12-22,0.429308566,416,969,,,9,
count_wait_imd,2000-12-16,2000-12-22,0.298185941,263,882,,,2,
count_wait_imd,2000-12-16,2000-12-22,0.442757009,379,856,,,7,
count_wait_sex,2000-12-16,2000-12-22,0.450960566,446,989,,,,male
count_wait_sex,2000-12-16,2000-12-22,0.425143954,443,1042,,,,female
count_wait_prior,2000-12-23,2000-12-29,0.455867082,439,963,F,,,
count_wait_prior,2000-12-23,2000-12-29,0.409240924,372,909,T,,,
count_wait_age,2000-12-23,2000-12-29,0.353003161,335,949,,18-39,,
count_wait_age,2000-12-23,2000-12-29,0.278284672,305,1096,,60-69,,
count_wait_age,2000-12-23,2000-12-29,0.410972089,427,1039,,70-79,,
count_wait_age,2000-12-23,2000-12-29,0.268191268,258,962,,80+,,
count_wait_age,2000-12-23,2000-12-29,0.332361516,342,1029,,40-49,,
count_wait_age,2000-12-23,2000-12-29,0.442199776,394,891,,50-59,,
count_wait_imd,2000-12-23,2000-12-29,0.262218045,279,1064,,,Unknown,
count_wait_imd,2000-12-23,2000-12-29,0.441,441,1000,,,6,
count_wait_imd,2000-12-23,2000-12-29,0.395348837,340,860,,,1 (most deprived),
count_wait_imd,2000-12-23,2000-12-29,0.513418903,440,857,,,4,
count_wait_imd,2000-12-23,2000-12-29,0.396793587,396,998,,,9,
count_wait_imd,2000-12-23,2000-12-29,0.312174818,300,961,,,2,
count_wait_imd,2000-12-23,2000-12-29,0.420274551,398,947,,,7,
count_wait_sex,2000-12-23,2000-12-29,0.252968037,277,1095,,,,male
count_wait_sex,2000-12-23,2000-12-29,0.439096267,447,1018,,,,female
count_post_prior,2000-01-01,2000-01-07,0.440084836,415,943,T,,,
count_post_prior,2000-01-01,2000-01-07,0.421,421,1000,F,,,
count_post_age,2000-01-01,2000-01-07,0.446875,429,960,,18-39,,
count_post_age,2000-01-01,2000-01-07,0.386313466,350,906,,80+,,
count_post_age,2000-01-01,2000-01-07,0.476836158,422,885,,70-79,,
count_post_age,2000-01-01,2000-01-07,0.490079365,494,1008,,40-49,,
count_post_age,2000-01-01,2000-01-07,0.521064302,470,902,,60-69,,
count_post_age,2000-01-01,2000-01-07,0.408271474,385,943,,50-59,,
count_post_imd,2000-01-01,2000-01-07,0.319227231,347,1087,,,Unknown,
count_post_imd,2000-01-01,2000-01-07,0.495454545,436,880,,,5,
count_post_imd,2000-01-01,2000-01-07,0.363841808,322,885,,,2,
count_post_imd,2000-01-01,2000-01-07,0.283125708,250,883,,,1 (most deprived),
count_post_imd,2000-01-01,2000-01-07,0.405823476,446,1099,,,9,
count_post_imd,2000-01-01,2000-01-07,0.422145329,366,867,,,3,
count_post_imd,2000-01-01,2000-01-07,0.413084112,442,1070,,,10 (least deprived),
count_post_imd,2000-01-01,2000-01-07,0.271047228,264,974,,,4,
count_post_imd,2000-01-01,2000-01-07,0.467403315,423,905,,,8,
count_post_imd,2000-01-01,2000-01-07,0.344142259,329,956,,,7,
count_post_imd,2000-01-01,2000-01-07,0.386292835,372,963,,,6,
count_post_sex,2000-01-01,2000-01-07,0.42645382,374,877,,,,female
count_post_sex,2000-01-01,2000-01-07,0.311111111,336,1080,,,,male
count_post_prior,2000-01-08,2000-01-14,0.385775862,358,928,T,,,
count_post_prior,2000-01-08,2000-01-14,0.376719577,356,945,F,,,
count_post_age,2000-01-08,2000-01-14,0.387458007,346,893,,18-39,,
count_post_age,2000-01-08,2000-01-14,0.458563536,498,1086,,80+,,
count_post_age,2000-01-08,2000-01-14,0.354477612,380,1072,,70-79,,
count_post_age,2000-01-08,2000-01-14,0.460134486,479,1041,,40-49,,
count_post_age,2000-01-08,2000-01-14,0.288788222,255,883,,60-69,,
count_post_age,2000-01-08,2000-01-14,0.407777778,367,900,,50-59,,
count_post_imd,2000-01-08,2000-01-14,0.457983193,436,952,,,Unknown,
count_post_imd,2000-01-08,2000-01-14,0.46493756,484,1041,,,5,
count_post_imd,2000-01-08,2000-01-14,0.251145738,274,1091,,,2,
count_post_imd,2000-01-08,2000-01-14,0.273933649,289,1055,,,1 (most deprived),
count_post_imd,2000-01-08,2000-01-14,0.332046332,344,1036,,,9,
count_post_imd,2000-01-08,2000-01-14,0.239852399,260,1084,,,3,
count_post_imd,2000-01-08,2000-01-14,0.324949698,323,994,,,10 (least deprived),
count_post_imd,2000-01-08,2000-01-14,0.288590604,258,894,,,4,
count_post_imd,2000-01-08,2000-01-14,0.368756642,347,941,,,8,
count_post_imd,2000-01-08,2000-01-14,0.453065134,473,1044,,,7,
count_post_imd,2000-01-08,2000-01-14,0.283924843,272,958,,,6,
count_post_sex,2000-01-08,2000-01-14,0.339977852,307,903,,,,female
count_post_sex,2000-01-08,2000-01-14,0.387539599,367,947,,,,male
count_post_prior,2000-01-15,2000-01-21,0.575438596,492,855,T,,,
count_post_prior,2000-01-15,2000-01-21,0.318992655,304,953,F,,,
count_post_age,2000-01-15,2000-01-21,0.370600414,358,966,,18-39,,
count_post_age,2000-01-15,2000-01-21,0.488033299,469,961,,80+,,
count_post_age,2000-01-15,2000-01-21,0.476666667,429,900,,70-79,,
count_post_age,2000-01-15,2000-01-21,0.447342995,463,1035,,40-49,,
count_post_age,2000-01-15,2000-01-21,0.432015429,448,1037,,60-69,,
count_post_age,2000-01-15,2000-01-21,0.5,500,1000,,50-59,,
count_post_imd,2000-01-15,2000-01-21,0.524627721,458,873,,,Unknown,
count_post_imd,2000-01-15,2000-01-21,0.395238095,415,1050,,,5,
count_post_imd,2000-01-15,2000-01-21,0.393903869,336,853,,,2,
count_post_imd,2000-01-15,2000-01-21,0.402710552,416,1033,,,1 (most deprived),
count_post_imd,2000-01-15,2000-01-21,0.367003367,327,891,,,9,
count_post_imd,2000-01-15,2000-01-21,0.312315271,317,1015,,,3,
count_post_imd,2000-01-15,2000-01-21,0.447649573,419,936,,,10 (least deprived),
count_post_imd,2000-01-15,2000-01-21,0.405617978,361,890,,,4,
count_post_imd,2000-01-15,2000-01-21,0.488935722,464,949,,,8,
count_post_imd,2000-01-15,2000-01-21,0.295516926,323,1093,,,7,
count_post_imd,2000-01-15,2000-01-21,0.425097276,437,1028,,,6,
count_post_sex,2000-01-15,2000-01-21,0.366041896,332,907,,,,female
count_post_sex,2000-01-15,2000-01-21,0.515521064,465,902,,,,male
count_post_prior,2000-01-22,2000-01-28,0.376494024,378,1004,T,,,
count_post_prior,2000-01-22,2000-01-28,0.256231306,257,1003,F,,,
count_post_age,2000-01-22,2000-01-28,0.458705357,411,896,,18-39,,
count_post_age,2000-01-22,2000-01-28,0.405405405,360,888,,80+,,
count_post_age,2000-01-22,2000-01-28,0.354389722,331,934,,70-79,,
count_post_age,2000-01-22,2000-01-28,0.369402985,396,1072,,40-49,,
count_post_age,2000-01-22,2000-01-28,0.329603255,324,983,,60-69,,
count_post_age,2000-01-22,2000-01-28,0.450717703,471,1045,,50-59,,
count_post_imd,2000-01-22,2000-01-28,0.420045045,373,888,,,Unknown,
count_post_imd,2000-01-22,2000-01-28,0.315840622,325,1029,,,5,
count_post_imd,2000-01-22,2000-01-28,0.489296636,480,981,,,2,
count_post_imd,2000-01-22,2000-01-28,0.288602941,314,1088,,,1 (most deprived),
count_post_imd,2000-01-22,2000-01-28,0.505119454,444,879,,,9,
count_post_imd,2000-01-22,2000-01-28,0.484641638,426,879,,,3,
count_post_imd,2000-01-22,2000-01-28,0.500548847,456,911,,,10 (least deprived),
count_post_imd,2000-01-22,2000-01-28,0.357833656,370,1034,,,4,
count_post_imd,2000-01-22,2000-01-28,0.439365672,471,1072,,,8,
count_post_imd,2000-01-22,2000-01-28,0.311415525,341,1095,,,7,
count_post_imd,2000-01-22,2000-01-28,0.369395712,379,1026,,,6,
count_post_sex,2000-01-22,2000-01-28,0.46538025,410,881,,,,female
count_post_sex,2000-01-22,2000-01-28,0.424,371,875,,,,male
count_post_prior,2000-01-29,2000-02-04,0.476653696,490,1028,T,,,
count_post_prior,2000-01-29,2000-02-04,0.555940023,482,867,F,,,
count_post_age,2000-01-29,2000-02-04,0.410876133,408,993,,18-39,,
count_post_age,2000-01-29,2000-02-04,0.388636364,342,880,,80+,,
count_post_age,2000-01-29,2000-02-04,0.390167364,373,956,,70-79,,
count_post_age,2000-01-29,2000-02-04,0.283882784,310,1092,,40-49,,
count_post_age,2000-01-29,2000-02-04,0.442307692,391,884,,60-69,,
count_post_age,2000-01-29,2000-02-04,0.37543054,327,871,,50-59,,
count_post_imd,2000-01-29,2000-02-04,0.449628844,424,943,,,Unknown,
count_post_imd,2000-01-29,2000-02-04,0.42414175,383,903,,,5,
count_post_imd,2000-01-29,2000-02-04,0.312568306,286,915,,,2,
count_post_imd,2000-01-29,2000-02-04,0.444692737,398,895,,,1 (most deprived),
count_post_imd,2000-01-29,2000-02-04,0.318181818,301,946,,,9,
count_post_imd,2000-01-29,2000-02-04,0.377030162,325,862,,,3,
count_post_imd,2000-01-29,2000-02-04,0.491916859,426,866,,,10 (least deprived),
count_post_imd,2000-01-29,2000-02-04,0.292964245,254,867,,,4,
count_post_imd,2000-01-29,2000-02-04,0.582649472,497,853,,,8,
count_post_imd,2000-01-29,2000-02-04,0.456858407,413,904,,,7,
count_post_imd,2000-01-29,2000-02-04,0.321721311,314,976,,,6,
count_post_sex,2000-01-29,2000-02-04,0.438695163,390,889,,,,female
count_post_sex,2000-01-29,2000-02-04,0.395474138,367,928,,,,male
count_post_prior,2000-02-05,2000-02-11,0.342799189,338,986,T,,,
count_post_prior,2000-02-05,2000-02-11,0.286,286,1000,F,,,
count_post_age,2000-02-05,2000-02-11,0.355175689,374,1053,,18-39,,
count_post_age,2000-02-05,2000-02-11,0.402222222,362,900,,80+,,
count_post_age,2000-02-05,2000-02-11,0.320754717,323,1007,,70-79,,
count_post_age,2000-02-05,2000-02-11,0.396931927,414,1043,,40-49,,
count_post_age,2000-02-05,2000-02-11,0.29877369,268,897,,60-69,,
count_post_age,2000-02-05,2000-02-11,0.529478458,467,882,,50-59,,
count_post_imd,2000-02-05,2000-02-11,0.415041783,447,1077,,,Unknown,
count_post_imd,2000-02-05,2000-02-11,0.376908397,395,1048,,,5,
count_post_imd,2000-02-05,2000-02-11,0.332723949,364,1094,,,2,
count_post_imd,2000-02-05,2000-02-11,0.393617021,407,1034,,,1 (most deprived),
count_post_imd,2000-02-05,2000-02-11,0.43011811,437,1016,,,9,
count_post_imd,2000-02-05,2000-02-11,0.404194471,424,1049,,,3,
count_post_imd,2000-02-05,2000-02-11,0.447580645,444,992,,,10 (least deprived),
count_post_imd,2000-02-05,2000-02-11,0.325782093,302,927,,,4,
count_post_imd,2000-02-05,2000-02-11,0.530892449,464,874,,,8,
count_post_imd,2000-02-05,2000-02-11,0.396858639,379,955,,,7,
count_post_imd,2000-02-05,2000-02-11,0.493288591,441,894,,,6,
count_post_sex,2000-02-05,2000-02-11,0.288337925,314,1089,,,,female
count_post_sex,2000-02-05,2000-02-11,0.403225806,400,992,,,,male
count_post_prior,2000-02-12,2000-02-18,0.398364486,341,856,T,,,
count_post_prior,2000-02-12,2000-02-18,0.3843717,364,947,F,,,
count_post_age,2000-02-12,2000-02-18,0.299311927,261,872,,18-39,,
count_post_age,2000-02-12,2000-02-18,0.383215369,379,989,,80+,,
count_post_age,2000-02-12,2000-02-18,0.431693989,474,1098,,70-79,,
count_post_age,2000-02-12,2000-02-18,0.400925926,433,1080,,40-49,,
count_post_age,2000-02-12,2000-02-18,0.494541485,453,916,,60-69,,
count_post_age,2000-02-12,2000-02-18,0.293933054,281,956,,50-59,,
count_post_imd,2000-02-12,2000-02-18,0.284395199,308,1083,,,Unknown,
count_post_imd,2000-02-12,2000-02-18,0.396205357,355,896,,,5,
count_post_imd,2000-02-12,2000-02-18,0.481675393,460,955,,,2,
count_post_imd,2000-02-12,2000-02-18,0.270765912,251,927,,,1 (most deprived),
count_post_imd,2000-02-12,2000-02-18,0.35926305,351,977,,,9,
count_post_imd,2000-02-12,2000-02-18,0.387475538,396,1022,,,3,
count_post_imd,2000-02-12,2000-02-18,0.496938776,487,980,,,10 (least deprived),
count_post_imd,2000-02-12,2000-02-18,0.317624882,337,1061,,,4,
count_post_imd,2000-02-12,2000-02-18,0.343646409,311,905,,,8,
count_post_imd,2000-02-12,2000-02-18,0.518210198,498,961,,,7,
count_post_imd,2000-02-12,2000-02-18,0.338967136,361,1065,,,6,
count_post_sex,2000-02-12,2000-02-18,0.42641129,423,992,,,,female
count_post_sex,2000-02-12,2000-02-18,0.403225806,375,930,,,,male
count_post_prior,2000-02-19,2000-02-25,0.530355097,463,873,T,,,
count_post_prior,2000-02-19,2000-02-25,0.342185904,335,979,F,,,
count_post_age,2000-02-19,2000-02-25,0.470930233,486,1032,,18-39,,
count_post_age,2000-02-19,2000-02-25,0.456273764,480,1052,,80+,,
count_post_age,2000-02-19,2000-02-25,0.39406346,385,977,,70-79,,
count_post_age,2000-02-19,2000-02-25,0.456959707,499,1092,,40-49,,
count_post_age,2000-02-19,2000-02-25,0.483839373,494,1021,,60-69,,
count_post_age,2000-02-19,2000-02-25,0.321658986,349,1085,,50-59,,
count_post_imd,2000-02-19,2000-02-25,0.436726927,459,1051,,,Unknown,
count_post_imd,2000-02-19,2000-02-25,0.545454545,486,891,,,5,
count_post_imd,2000-02-19,2000-02-25,0.314479638,278,884,,,2,
count_post_imd,2000-02-19,2000-02-25,0.435770751,441,1012,,,1 (most deprived),
count_post_imd,2000-02-19,2000-02-25,0.308379888,276,895,,,9,
count_post_imd,2000-02-19,2000-02-25,0.324045408,314,969,,,3,
count_post_imd,2000-02-19,2000-02-25,0.391752577,418,1067,,,10 (least deprived),
count_post_imd,2000-02-19,2000-02-25,0.348094748,338,971,,,4,
count_post_imd,2000-02-19,2000-02-25,0.435820896,438,1005,,,8,
count_post_imd,2000-02-19,2000-02-25,0.554919908,485,874,,,7,
count_post_imd,2000-02-19,2000-02-25,0.414965986,427,1029,,,6,
count_post_sex,2000-02-19,2000-02-25,0.472336066,461,976,,,,female
count_post_sex,2000-02-19,2000-02-25,0.271799629,293,1078,,,,male
count_post_prior,2000-02-26,2000-03-03,0.323308271,301,931,T,,,
count_post_prior,2000-02-26,2000-03-03,0.272826087,251,920,F,,,
count_post_age,2000-02-26,2000-03-03,0.465116279,420,903,,18-39,,
count_post_age,2000-02-26,2000-03-03,0.265111347,250,943,,80+,,
count_post_age,2000-02-26,2000-03-03,0.404397706,423,1046,,70-79,,
count_post_age,2000-02-26,2000-03-03,0.382550336,399,1043,,40-49,,
count_post_age,2000-02-26,2000-03-03,0.322253001,349,1083,,60-69,,
count_post_age,2000-02-26,2000-03-03,0.392889699,431,1097,,50-59,,
count_post_imd,2000-02-26,2000-03-03,0.384615385,345,897,,,Unknown,
count_post_imd,2000-02-26,2000-03-03,0.390143737,380,974,,,5,
count_post_imd,2000-02-26,2000-03-03,0.322265625,330,1024,,,2,
count_post_imd,2000-02-26,2000-03-03,0.456521739,462,1012,,,1 (most deprived),
count_post_imd,2000-02-26,2000-03-03,0.337851929,324,959,,,9,
count_post_imd,2000-02-26,2000-03-03,0.261270492,255,976,,,3,
count_post_imd,2000-02-26,2000-03-03,0.501030928,486,970,,,10 (least deprived),
count_post_imd,2000-02-26,2000-03-03,0.503524673,500,993,,,4,
count_post_imd,2000-02-26,2000-03-03,0.554535017,483,871,,,8,
count_post_imd,2000-02-26,2000-03-03,0.446477585,488,1093,,,7,
count_post_imd,2000-02-26,2000-03-03,0.374307863,338,903,,,6,
count_post_sex,2000-02-26,2000-03-03,0.30212766,284,940,,,,female
count_post_sex,2000-02-26,2000-03-03,0.34325186,323,941,,,,male
count_post_prior,2000-03-04,2000-03-10,0.465468307,492,1057,T,,,
count_post_prior,2000-03-04,2000-03-10,0.335707019,330,983,F,,,
count_post_age,2000-03-04,2000-03-10,0.495575221,448,904,,18-39,,
count_post_age,2000-03-04,2000-03-10,0.334325397,337,1008,,80+,,
count_post_age,2000-03-04,2000-03-10,0.392075078,376,959,,70-79,,
count_post_age,2000-03-04,2000-03-10,0.279443255,261,934,,40-49,,
count_post_age,2000-03-04,2000-03-10,0.505617978,495,979,,60-69,,
count_post_age,2000-03-04,2000-03-10,0.412921348,441,1068,,50-59,,
count_post_imd,2000-03-04,2000-03-10,0.399221032,410,1027,,,Unknown,
count_post_imd,2000-03-04,2000-03-10,0.285019455,293,1028,,,5,
count_post_imd,2000-03-04,2000-03-10,0.430278884,432,1004,,,2,
count_post_imd,2000-03-04,2000-03-10,0.296470588,252,850,,,1 (most deprived),
count_post_imd,2000-03-04,2000-03-10,0.325,312,960,,,9,
count_post_imd,2000-03-04,2000-03-10,0.356746765,386,1082,,,3,
count_post_imd,2000-03-04,2000-03-10,0.479830149,452,942,,,10 (least deprived),
